google_index,page_rank,nb_www,domain_age,ratio_digits_url,domain_in_title,nb_hyperlinks,phish_hints,ip,status
0,4,1,8205,0.0,1,358,0,0,0
1,5,0,5616,0.048780488,1,21,0,0,1
0,5,0,7534,0.0,1,94,0,0,0
1,0,0,5056,0.0,1,0,1,0,1
1,0,0,3608,0.028571429,1,0,0,0,1
0,4,1,8161,0.0,1,24,0,0,0
1,4,1,7296,0.088607595,1,0,0,1,0
0,5,1,5047,0.0,0,119,0,0,0
1,0,1,4091,0.256578947,1,3,0,1,1
0,3,1,2297,0.0,1,32,0,0,0
1,1,0,3256,0.01754386,1,64,1,0,1
1,0,1,5056,0.0,1,19,1,0,1
0,5,0,5594,0.0,1,362,0,0,0
1,2,0,1546,0.046153846,1,0,0,0,1
0,0,1,1845,0.0,1,66,0,0,1
0,5,1,7585,0.0,1,221,0,0,0
0,10,0,7491,0.0,1,25,0,0,0
0,2,1,5056,0.0,1,82,0,0,0
1,3,0,6301,0.0,1,36,0,0,1
0,5,1,8488,0.0,0,443,0,0,0
1,0,0,1375,0.205882353,1,4,0,0,1
0,5,1,8614,0.0,1,99,0,0,0
1,5,0,7295,0.0,1,16,0,0,1
0,2,1,5056,0.0,1,244,0,0,0
1,0,0,11,0.085714286,1,3,0,0,1
1,0,0,2561,0.28358209,1,0,0,1,1
1,0,1,977,0.142857143,0,6,2,0,1
0,7,0,10572,0.0,1,65,0,0,0
1,0,0,7553,0.0,1,3,1,0,1
1,0,0,5056,0.364705882,1,0,0,1,1
0,4,1,3952,0.06779661,1,129,1,0,0
1,7,0,2521,0.070175439,1,0,0,0,1
1,0,1,3993,0.1953125,1,51,0,1,1
1,3,0,4278,0.0,1,1,0,0,1
0,2,1,5056,0.0,1,203,0,0,0
1,0,1,5963,0.1474358969999999,1,1,1,1,1
1,6,0,5056,0.081967213,1,0,0,0,0
1,5,0,7295,0.027777778,1,14,0,0,1
1,0,0,3992,0.15625,1,51,0,1,1
1,6,1,8485,0.0,1,0,0,0,0
0,5,0,5056,0.0,1,328,0,0,0
1,0,0,1710,0.393442623,1,122,0,1,1
0,6,1,7777,0.0,1,520,0,0,0
1,0,0,5813,0.104477612,1,82,0,0,1
0,4,1,1458,0.0,1,26,0,0,0
1,0,0,3993,0.136,1,51,0,1,1
0,2,1,1825,0.0,0,557,0,0,0
0,8,1,7791,0.051282051,0,640,0,0,0
1,1,1,4325,0.037593985,1,46,4,0,1
0,0,0,3674,0.0,0,0,4,0,1
1,0,0,5056,0.282051282,1,26,0,1,1
1,5,1,5056,0.0,1,80,0,0,0
1,0,1,837,0.00877193,1,12,1,0,1
1,5,0,7295,0.068965517,1,14,0,0,1
0,4,1,5056,0.063492063,1,0,1,0,0
1,0,1,5056,0.026315789,1,0,0,0,1
0,2,1,1813,0.032258065,1,215,0,0,0
1,5,0,7295,0.0,1,14,0,0,1
0,5,0,7185,0.0,1,65,0,0,0
1,3,0,5056,0.0,1,58,0,0,1
1,2,1,484,0.059701493,1,30,2,0,1
0,5,0,7296,0.0,1,109,0,0,0
0,2,1,3800,0.0,1,6,0,0,0
1,1,1,535,0.209876543,1,0,0,1,1
0,4,0,5058,0.231404959,1,22,0,1,1
0,5,0,6435,0.058823529,1,46,0,0,0
0,0,0,5056,0.0,1,26,0,0,1
1,1,0,2507,0.0,1,16,4,0,1
1,4,0,7986,0.0,1,12,1,0,1
0,3,1,8153,0.0,1,23,0,0,0
1,2,1,5056,0.0,0,110,3,0,1
1,0,0,5460,0.0,1,0,0,0,1
1,5,0,7617,0.0,1,89,0,0,0
1,0,0,1015,0.0,1,11,0,0,1
1,0,1,2676,0.0,1,164,1,0,1
0,5,1,7827,0.0,0,148,0,0,0
0,2,1,5056,0.0,0,19,0,0,0
0,3,1,5056,0.0,1,55,0,0,0
1,0,1,5056,0.4,1,31,1,1,1
0,4,0,8130,0.0,1,79,0,0,0
0,1,1,5056,0.0,0,37,0,0,0
0,6,1,8756,0.0,0,84,0,0,0
1,2,0,5056,0.0,1,84,5,0,1
1,5,0,5613,0.291139241,1,0,0,1,1
1,3,1,7311,0.0,0,161,0,0,0
0,3,0,5056,0.0,1,163,1,0,1
1,0,0,5056,0.111111111,1,44,1,0,1
1,0,0,1669,0.299212598,1,51,0,1,1
1,1,0,2931,0.0,1,0,0,0,1
1,2,0,1532,0.057692308,1,161,1,0,1
0,3,1,6129,0.0,0,51,0,0,0
1,2,1,6777,0.0,1,144,0,0,0
1,1,0,6856,0.242937853,1,11,1,1,1
0,9,0,5056,0.095238095,0,82,0,0,1
1,5,0,7296,0.020408163,1,17,0,0,1
0,6,1,8146,0.0,0,167,0,0,0
1,2,0,2769,0.0,1,0,0,0,1
0,5,0,7298,0.0,1,71,0,0,0
1,5,0,7615,0.0,1,136,0,0,0
1,5,0,5615,0.047619048,1,21,2,0,1
1,0,0,5056,0.296703297,1,1,1,1,1
0,2,1,6179,0.0,1,168,0,0,0
0,2,1,5056,0.0,0,263,0,0,0
1,0,0,325,0.0,1,87,0,0,1
1,0,0,7287,0.0,1,0,0,0,1
1,7,1,9637,0.081632653,0,270,1,0,0
1,4,0,5056,0.16,1,28,0,1,1
1,10,0,8347,0.07079646,1,25,1,0,1
0,5,1,7535,0.086956522,0,123,0,0,0
1,8,0,5161,0.0,0,6,0,0,0
0,7,0,7130,0.0,0,228,0,0,0
0,5,1,5056,0.0144927539999999,1,70,0,0,0
0,3,0,3829,0.073170732,1,18,0,0,0
1,0,0,4003,0.134920635,1,4,0,1,1
1,0,0,553,0.0,1,0,1,0,1
0,5,1,5063,0.0,1,35,0,0,0
1,2,0,7391,0.0,0,0,0,0,1
0,8,1,6011,0.0,0,411,0,0,0
0,4,0,5056,0.0,1,53,0,0,0
1,0,0,2532,0.0,1,24,1,0,1
1,6,1,9286,0.0,1,170,0,0,0
0,5,1,5056,0.0,1,126,0,0,0
0,6,1,8618,0.0,0,50,0,0,0
0,7,0,7134,0.0,0,189,0,0,0
1,3,0,4609,0.0,1,6,4,0,1
1,1,0,3466,0.0,0,86,0,0,1
0,4,1,4198,0.0,0,128,0,0,0
1,1,0,7253,0.0,1,12,0,0,1
0,4,1,4860,0.045454545,1,409,1,0,0
0,0,1,1290,0.0,1,35,0,0,0
0,2,1,3038,0.0,0,27,0,0,0
0,5,1,3830,0.0,0,12,0,0,0
0,6,1,6317,0.073529412,0,417,0,0,0
1,5,0,5634,0.092592593,0,22,0,0,0
0,10,1,5636,0.178707224,0,41,0,1,1
1,5,1,8933,0.025,1,77,0,0,0
1,3,1,4608,0.0,1,6,4,0,1
0,4,1,7753,0.0,0,325,0,0,0
1,0,0,1514,0.0,1,13,0,0,1
0,3,1,1905,0.0,0,156,0,0,0
0,7,0,7134,0.0,0,240,0,0,0
0,5,1,6855,0.0,1,67,0,0,0
1,10,0,8346,0.079646018,1,31,1,0,1
0,2,1,5056,0.0,1,253,0,0,0
1,0,1,6950,0.0,1,0,1,0,1
1,6,0,1338,0.090909091,0,8,0,0,1
0,2,1,7921,0.0,0,16,0,0,0
1,0,0,2254,0.057142857,1,0,0,0,1
1,2,0,8354,0.0,1,0,0,0,1
1,1,1,5056,0.0,1,189,2,0,1
1,0,0,5056,0.192982456,1,92,2,1,1
0,2,0,1759,0.0,1,15,0,0,0
0,3,1,2206,0.0,1,86,0,0,0
1,2,1,4138,0.0,1,12,0,0,1
0,5,1,6841,0.0,0,207,0,0,0
0,5,1,8543,0.04950495,1,99,1,0,0
1,0,1,5963,0.16025641,1,1,1,1,1
0,5,1,6134,0.0,1,85,0,0,0
1,1,0,7253,0.0,1,16,0,0,1
0,5,1,5639,0.0,1,28,0,0,0
1,0,0,1824,0.02173913,1,3,2,0,1
0,9,0,4671,0.0,0,222,0,0,0
1,5,0,4923,0.233009709,1,93,1,1,1
0,2,1,5056,0.0,0,120,0,0,0
0,4,1,5056,0.0,1,117,0,0,0
1,0,1,4202,0.0,1,23,0,0,1
0,4,1,8414,0.0,0,571,0,0,0
1,4,0,5056,0.0,1,94,0,0,1
0,4,1,5515,0.0,1,0,0,0,0
1,3,1,125,0.023668639,0,8,1,0,1
1,2,0,1868,0.02173913,1,0,0,0,1
0,3,1,2403,0.0,1,1,0,0,1
1,5,0,5056,0.125786164,1,0,0,0,0
1,5,0,5627,0.04109589,1,22,1,0,1
0,5,0,7615,0.0,1,88,0,0,0
1,0,1,2941,0.0,1,6,0,0,1
1,1,0,2641,0.0,1,15,0,0,1
0,4,1,4801,0.0,1,118,0,0,0
1,4,1,6750,0.138211382,1,0,0,0,0
1,10,0,8346,0.0,0,40,0,0,0
1,0,0,4322,0.0,1,5,0,0,1
1,2,0,5756,0.25974026,1,30,0,1,1
1,3,0,4382,0.0,1,13,1,0,1
0,5,0,8020,0.105263158,0,52,0,0,0
0,6,1,8043,0.0,1,56,0,0,0
1,2,1,3689,0.0,1,12,1,0,1
1,1,0,3076,0.129032258,1,0,0,0,1
0,3,1,4911,0.0,0,83,0,0,0
0,6,1,7869,0.0,1,244,1,0,0
1,5,0,5626,0.112903226,1,22,0,1,1
0,3,1,5056,0.0,0,240,0,0,0
1,0,0,3993,0.203125,1,51,0,1,1
1,0,0,5056,0.290322581,1,48,0,1,1
0,2,1,2304,0.0,1,27,0,0,0
1,1,0,5707,0.0,1,73,0,0,1
1,0,1,5056,0.063829787,1,0,2,0,1
0,5,1,8546,0.0,1,57,0,0,0
0,5,1,11317,0.138888889,1,0,0,0,0
1,0,0,5056,0.253968254,1,64,0,1,1
0,5,1,7339,0.0,1,43,0,0,0
1,0,1,2100,0.08,1,0,0,0,1
0,2,0,5056,0.0,1,47,0,0,0
0,7,1,7925,0.365079365,1,172,0,1,0
0,10,0,8346,0.0,0,126,0,0,0
1,6,0,11566,0.137931034,0,104,0,1,0
1,2,0,973,0.038461538,1,1,1,0,1
0,3,0,1953,0.214285714,1,8,0,0,1
0,2,1,8675,0.0,0,336,0,0,0
1,0,0,1825,0.0,1,8,0,0,1
1,0,0,3992,0.176,1,51,0,1,1
1,0,0,3992,0.174603175,1,51,0,1,1
0,4,1,7588,0.041666667,1,286,0,0,0
1,2,0,1547,0.057692308,1,33,1,0,1
1,0,0,1856,0.0,1,0,0,0,1
0,3,1,3104,0.050632911,1,28,0,0,0
0,6,1,5887,0.0,1,294,0,0,0
1,0,0,3993,0.152542373,1,51,0,1,1
1,5,1,6495,0.0,0,115,0,0,0
1,2,0,2035,0.0,1,0,0,0,1
0,5,0,5056,0.0,1,0,0,0,0
1,2,0,7011,0.0,1,103,0,0,1
0,5,1,5913,0.0,1,38,0,0,0
1,2,0,837,0.0,1,0,0,0,0
1,6,1,8831,0.0,0,67,0,0,0
1,0,0,10,0.0,1,0,0,0,1
1,4,0,5056,0.08,1,42,2,0,0
1,0,1,978,0.116202946,1,1,1,0,1
0,2,1,7866,0.0,0,96,0,0,0
0,4,1,3291,0.0,1,246,0,0,0
1,0,0,1194,0.013888889,1,22,2,0,1
1,0,1,5056,0.0,1,7,2,0,1
0,7,1,6438,0.089552239,1,469,0,0,0
0,3,1,4014,0.0,1,22,0,0,0
0,4,1,6339,0.0,0,128,0,0,0
0,0,0,1341,0.023809524,1,32,0,0,1
1,0,0,5056,0.159090909,1,30,4,1,1
0,7,0,5231,0.0,1,32,0,0,0
0,7,0,7134,0.0,1,149,0,0,0
1,3,0,2781,0.0,1,0,2,0,1
1,1,1,8288,0.379310345,1,9,1,1,1
0,3,0,7157,0.119047619,1,310,0,0,0
1,0,0,3992,0.208695652,1,51,0,1,1
1,0,0,2433,0.0,1,32,0,0,1
1,1,0,1052,0.0,1,47,0,0,1
1,0,1,5056,0.0,1,5,2,0,1
1,0,0,3993,0.141732283,1,51,0,1,1
0,2,1,896,0.0,1,11,1,0,1
1,7,1,7558,0.090909091,0,296,0,0,0
0,5,1,7530,0.0,1,65,0,0,0
0,9,0,5056,0.124031008,1,1,2,1,1
1,2,1,1609,0.02173913,1,4,0,0,1
1,6,0,5056,0.010204082,1,11,0,0,1
1,0,1,5056,0.0,0,12,0,0,0
1,1,1,5186,0.056179775,0,92,0,0,1
0,4,0,5056,0.0,1,12,2,0,1
1,0,1,3992,0.225806452,1,51,0,1,1
1,8,0,5159,0.0,1,0,0,0,1
1,0,0,2,0.0,1,184,0,0,1
1,0,0,3993,0.118110236,1,51,0,1,1
1,2,0,2837,0.0,1,0,0,0,1
0,10,0,8349,0.0,1,29,2,0,1
0,3,1,1408,0.0,1,107,0,0,0
0,0,1,5056,0.0,0,2,0,0,1
0,5,1,9754,0.0,0,98,0,0,0
0,6,1,6257,0.0,1,616,0,0,0
0,4,0,4447,0.0,1,41,0,0,0
0,5,1,4915,0.0,0,48,0,0,0
1,0,0,4934,0.0,1,0,0,0,1
0,2,0,797,0.0,1,0,0,0,1
0,5,1,5056,0.233082707,1,0,0,1,0
0,3,0,5056,0.0,0,185,0,0,0
0,3,0,4913,0.0,1,206,0,0,0
1,5,0,5056,0.0,1,1,0,0,1
0,7,1,4308,0.0,1,107,1,0,0
1,0,0,3567,0.0,1,9,0,0,1
0,4,0,7677,0.0,0,114,0,0,0
1,10,0,8346,0.111111111,0,1,1,0,1
1,0,0,5056,0.388127854,1,6,4,1,1
0,2,1,3821,0.0,0,180,0,0,0
0,2,0,462,0.0625,1,14,0,0,1
0,3,1,4884,0.0,1,174,0,0,0
0,4,0,2380,0.0,1,7,0,0,0
0,10,1,8517,0.0,0,152,0,0,0
1,10,0,8348,0.0,0,1,2,0,1
1,0,0,6,0.0,1,31,0,0,1
1,0,0,3993,0.1710526319999999,1,51,0,1,1
1,0,1,3993,0.146341463,1,51,0,1,1
1,7,0,9638,0.02173913,0,155,0,0,0
0,3,0,7155,0.119047619,1,205,0,0,0
1,5,0,5615,0.088235294,1,21,2,0,1
0,2,0,2570,0.0,0,147,0,0,0
0,5,1,7206,0.0,1,54,0,0,0
1,0,0,5056,0.068965517,1,41,0,0,1
0,5,1,9040,0.0,0,228,0,0,0
0,5,1,5397,0.0,1,37,0,0,0
1,0,0,1547,0.060606061,1,0,0,0,1
0,5,0,5056,0.047619048,0,56,0,0,0
1,1,0,1871,0.0,1,31,0,0,1
1,3,1,7741,0.0,1,0,1,0,1
1,2,0,5056,0.0,0,150,0,0,1
1,10,0,8347,0.085365854,0,1,1,0,1
1,5,0,7618,0.0,1,77,0,0,0
0,2,0,1984,0.0,1,129,0,0,0
1,7,0,7133,0.085106383,0,289,0,0,0
0,7,1,5509,0.0,0,188,0,0,0
1,2,2,2101,0.0,1,26,0,0,1
1,2,0,1016,0.221153846,0,31,0,1,1
0,5,1,8340,0.0,1,99,0,0,0
1,0,0,5056,0.0,1,28,0,0,1
0,3,1,4763,0.0,1,16,0,0,0
1,5,1,5056,0.0,0,39,0,0,0
1,0,0,5056,0.0,1,0,0,0,1
1,0,0,118,0.0,1,0,0,0,1
0,5,0,7618,0.0,1,76,0,0,0
1,8,0,7449,0.115384615,1,97,0,0,0
0,5,1,7453,0.0,1,393,0,0,0
1,6,1,11021,0.0,0,377,0,0,0
1,0,0,5056,0.192982456,1,4,0,0,1
1,8,1,5371,0.134831461,0,74,0,1,0
0,3,1,3787,0.0,1,42,0,0,0
1,0,0,1407,0.0,1,3,1,0,1
0,3,0,3828,0.076923077,1,18,0,0,0
1,0,0,5056,0.174757282,1,25,3,1,1
1,0,0,254,0.208333333,1,124,3,1,1
0,5,0,2375,0.0,1,30,0,0,0
1,7,0,9268,0.125,1,463,0,0,0
1,7,0,7130,0.0,0,271,0,0,0
0,4,1,8706,0.0,1,110,0,0,0
0,8,1,7795,0.099099099,0,1041,2,1,0
0,5,1,5974,0.0,0,69,0,0,0
0,4,1,8569,0.016949153,1,0,0,0,0
1,6,1,5904,0.0,0,33,0,0,0
1,5,1,6705,0.050847458,0,240,0,0,0
0,2,1,2415,0.0,1,21,0,0,0
0,5,1,7336,0.0,1,56,0,0,0
1,5,0,6605,0.142857143,0,116,0,1,1
0,5,1,6111,0.0,0,75,0,0,0
1,6,0,1338,0.216216216,0,9,0,0,1
1,0,1,4004,0.170542636,1,4,0,1,1
1,4,0,5056,0.0,1,130,0,0,1
0,2,1,5056,0.0,0,229,0,0,0
0,4,1,2298,0.0,1,47,0,0,0
0,3,1,2135,0.0,1,48,0,0,0
0,5,0,9794,0.055045872,1,56,0,0,0
1,5,1,12795,0.14084507,1,6,0,0,0
1,2,1,4897,0.044776119,1,3,0,0,0
1,5,0,7296,0.137931034,1,7,0,1,1
1,2,1,4917,0.033333333,1,53,0,0,0
1,4,0,6070,0.093023256,0,26,2,0,1
1,0,1,5056,0.163522013,1,24,0,1,1
1,0,0,244,0.197916667,1,124,3,1,1
0,4,1,3268,0.0,0,55,0,0,0
1,0,1,2842,0.154545455,1,13,0,1,1
1,5,0,7295,0.035714286,1,14,0,0,1
1,2,0,6932,0.0,1,73,0,0,1
1,5,0,5615,0.290909091,1,22,0,1,1
1,3,1,6977,0.0,1,31,2,0,1
1,4,1,2290,0.038461538,1,2,0,0,1
1,0,0,7050,0.0,1,103,1,0,1
0,2,1,5056,0.0,0,131,0,0,0
0,7,0,5228,0.0,1,232,0,0,0
1,0,0,5565,0.0,1,28,0,0,1
0,5,1,7587,0.0,1,190,0,0,0
1,0,0,5056,0.0,1,4,1,0,1
0,10,1,5636,0.046511628,0,52,0,0,0
1,0,0,5056,0.186440678,1,47,0,0,1
1,2,0,2996,0.215053763,1,12,0,1,1
1,0,0,5056,0.373493976,1,31,1,1,1
1,7,1,7559,0.107142857,0,413,0,0,0
0,3,1,5749,0.0,1,0,0,0,0
1,0,0,431,0.0,1,13,0,0,1
1,2,1,9018,0.0,1,145,1,0,1
1,1,0,7767,0.0,1,0,0,0,1
1,0,0,11,0.0845070419999999,1,3,0,0,1
1,2,0,1448,0.115384615,1,58,0,0,0
1,2,0,1546,0.054545455,1,33,1,0,1
1,3,0,4623,0.0,1,0,0,0,1
0,3,0,5056,0.0,1,184,0,0,0
1,1,0,361,0.177777778,1,4,0,1,1
0,6,1,2390,0.0,0,55,0,0,0
1,6,1,12766,0.093333333,1,0,0,0,0
0,4,1,5056,0.0,0,190,1,0,0
1,1,1,90,0.0,1,11,1,0,1
1,0,0,845,0.0,1,4,0,0,1
0,0,0,379,0.0,0,15,0,0,1
1,5,0,2295,0.0,0,3,0,0,1
0,3,0,4489,0.0,1,42,1,0,1
1,0,0,4759,0.27739726,1,664,3,1,1
1,0,0,1905,0.007092199,1,9,2,0,1
0,0,1,3370,0.0,1,46,0,0,0
0,7,1,5053,0.195652174,1,72,0,1,0
1,0,0,5056,0.160377358,1,7,2,1,1
0,1,1,5056,0.0,1,36,0,0,0
1,4,0,2660,0.179775281,1,5,1,0,1
0,5,0,8907,0.0,1,191,0,0,0
0,5,1,5056,0.0,1,146,0,0,0
0,5,0,8186,0.056603774,0,220,1,0,0
0,1,1,3198,0.0,1,23,0,0,0
1,5,0,5616,0.21875,1,21,0,1,1
1,4,0,8872,0.0,1,20,0,0,0
1,4,0,2758,0.078431373,0,232,0,0,0
0,3,1,8766,0.0,1,344,0,0,0
0,6,1,6260,0.0,1,246,0,0,0
0,1,1,5056,0.0,1,210,0,0,0
0,2,1,3195,0.0,0,90,0,0,0
1,0,0,9,0.198019802,1,304,0,1,1
1,3,0,4609,0.0,1,6,4,0,1
0,2,0,-2,0.205128205,1,33,0,0,0
1,1,1,5056,0.0,1,7,1,0,1
1,0,1,3992,0.1693548389999999,1,51,0,1,1
0,4,1,8604,0.0,1,35,0,0,0
0,5,0,8591,0.242937853,1,28,2,1,1
0,5,0,7298,0.0,1,291,0,0,0
1,0,1,13,0.08,1,3,0,0,1
1,3,0,3570,0.0,1,23,0,0,1
1,5,0,7309,0.079545455,1,214,0,0,1
0,2,1,2485,0.0,0,105,0,0,0
0,5,0,9766,0.076923077,1,100,0,0,0
0,4,1,2742,0.0,0,132,0,0,0
1,5,1,6634,0.0,1,642,0,0,0
1,6,1,3841,0.0,1,132,0,0,0
0,0,0,4205,0.0,0,28,0,0,1
0,5,1,4299,0.087719298,1,219,0,0,0
0,4,1,8487,0.0,1,61,0,0,0
1,0,0,2421,0.018181818,1,1,0,0,1
1,1,0,1819,0.133333333,1,0,0,0,1
1,3,0,1953,0.060606061,1,11,0,0,1
1,3,1,5314,0.0,0,3,0,0,0
1,2,0,7817,0.0,1,5,0,0,1
1,2,0,804,0.083333333,1,23,0,0,1
1,0,1,870,0.222972973,1,4,1,1,1
1,3,1,7083,0.0,1,1,0,0,1
0,3,0,5056,0.105263158,1,119,0,0,0
1,5,0,7295,0.108108108,1,15,0,0,1
1,5,0,5627,0.104651163,1,0,0,1,1
0,5,0,7616,0.0,1,77,0,0,0
0,2,1,2122,0.0,1,56,0,0,1
1,0,1,3992,0.153225806,1,51,0,1,1
1,4,0,7119,0.040816327,1,340,0,0,0
1,10,0,8348,0.041666667,0,1,2,0,1
1,6,0,5660,0.201219512,1,19,0,1,1
0,5,0,6168,0.038961039,0,110,0,0,0
1,0,0,759,0.0,1,32,3,0,1
1,0,0,1736,0.0,1,12,0,0,1
0,0,1,2402,0.0,1,29,0,0,1
1,5,0,7295,0.023255814,1,14,0,0,1
1,0,0,5056,0.0,1,0,0,0,1
1,0,0,4003,0.194915254,1,4,0,1,1
0,3,1,1876,0.0,0,0,0,0,0
1,0,1,1407,0.057971014,1,3,1,0,1
1,1,0,2642,0.0,1,0,0,0,1
1,5,1,8915,0.025,1,6,0,0,0
1,10,0,8346,0.142857143,0,10,1,0,1
0,3,1,5056,0.0,1,80,0,0,0
0,3,1,5056,0.0,1,152,0,0,0
1,5,1,3928,0.0,1,68,0,0,0
1,1,0,6715,0.0,1,0,0,0,1
0,5,0,6072,0.0,1,255,0,0,0
1,2,0,2837,0.0,1,0,0,0,1
0,3,1,5056,0.0,0,145,0,0,0
1,0,0,1834,0.119047619,1,4,0,0,1
0,7,1,6828,0.0,1,0,0,0,0
0,5,0,5640,0.0,1,13,1,0,0
0,6,0,8050,0.092592593,0,56,0,0,0
1,0,0,5657,0.0,0,2,1,0,1
1,6,1,7872,0.123076923,1,244,1,1,0
0,3,1,5056,0.0,1,221,0,0,0
0,4,1,5056,0.0,1,205,0,0,0
1,2,0,1535,0.1578947369999999,1,21,0,0,1
0,6,1,8146,0.0,0,175,0,0,0
1,2,0,7021,0.0,1,103,0,0,1
1,6,0,9229,0.090909091,1,0,0,0,0
1,3,0,7087,0.026315789,1,1,0,0,1
0,7,0,5232,0.0,1,60,0,0,1
0,2,1,5056,0.0,1,28,0,0,0
0,5,1,9237,0.0,0,34,0,0,0
0,0,0,731,0.104477612,1,7,0,0,1
0,5,1,7441,0.19047619,1,27,1,0,0
1,0,0,10,0.0,1,0,0,0,1
1,7,1,12125,0.0081300809999999,1,0,0,0,0
1,4,0,7861,0.0,1,3,0,0,1
0,5,1,5056,0.0,1,0,0,0,0
1,0,0,31,0.018518519,1,33,1,0,1
1,5,1,8907,0.075,1,1,0,0,0
0,5,0,7574,0.0,1,0,0,0,0
0,3,1,5547,0.0,1,108,0,0,0
1,0,0,2,0.205128205,1,18,0,0,1
1,3,0,2032,0.0,1,503,0,0,1
0,4,0,4654,0.023255814,1,29,0,0,0
1,2,0,2634,0.0,1,11,0,0,1
1,6,0,1338,0.071428571,0,8,0,0,1
1,3,1,6863,0.064516129,1,99,0,0,0
0,6,1,8147,0.0,0,168,0,0,0
1,5,0,6079,0.0,1,16,0,0,1
0,10,1,8516,0.0,0,148,0,0,0
0,6,1,8046,0.0,1,91,0,0,0
1,0,0,5056,0.0,1,4,0,0,1
0,6,0,1079,0.0,1,2,0,0,1
1,2,0,5767,0.311688312,1,30,0,1,1
1,0,0,5056,0.1363636359999999,1,30,4,1,1
0,2,1,1364,0.0,1,76,0,0,0
1,0,0,819,0.0,0,58,0,0,1
0,6,1,5056,0.032258065,0,356,1,0,0
1,0,0,3992,0.092105263,1,51,0,1,1
0,5,0,9338,0.1372549019999999,1,0,0,1,1
0,7,1,9284,0.0,0,298,0,0,0
0,3,1,-2,0.0,1,19,0,0,0
1,0,0,4004,0.112,1,4,0,1,1
0,4,1,3047,0.078947368,1,76,0,0,0
0,0,1,1597,0.0,0,54,0,0,0
1,5,1,7420,0.0,0,81,0,0,0
0,5,0,7616,0.0,1,82,0,0,0
0,6,1,8017,0.0,1,537,0,0,0
1,0,0,317,0.065217391,1,21,0,0,1
1,2,0,-2,0.3935483870000001,1,3,0,1,1
0,2,1,4177,0.0,1,79,0,0,0
0,5,0,7582,0.0,1,41,0,0,0
1,0,1,6831,0.033898305,1,103,0,0,1
1,2,0,1016,0.234042553,0,31,0,1,1
1,1,0,5863,0.0,1,0,1,0,1
1,5,0,7295,0.0,1,14,0,0,1
1,4,0,3659,0.130434783,1,95,0,0,0
1,5,0,5626,0.257575758,1,18,0,1,1
1,0,1,2618,0.139240506,1,4,4,1,1
0,1,0,5056,0.0,1,156,0,0,0
0,2,1,1024,0.0,1,15,0,0,0
1,0,1,3993,0.195121951,1,51,0,1,1
1,1,0,1872,0.0,1,31,0,0,1
1,1,0,5056,0.152173913,1,11,3,1,1
0,5,0,6432,0.0,0,224,0,0,0
0,5,1,9047,0.010752688,0,335,0,0,0
1,0,1,5205,0.0,1,0,0,0,1
1,10,0,8346,0.0,0,1,2,0,1
0,2,1,3417,0.0,1,13,0,0,0
0,4,1,5056,0.0,1,570,0,0,0
1,0,1,1,0.0,1,18,0,0,1
1,2,1,418,0.0,1,0,0,0,0
1,4,1,3726,0.0,1,8,2,0,1
0,7,1,9437,0.0,1,247,0,0,0
1,0,1,3083,0.0,0,16,0,0,1
0,4,1,7149,0.0,0,246,0,0,0
1,2,1,4872,0.425531915,1,5,2,1,1
0,3,1,1891,0.0,0,128,0,0,0
1,0,1,5826,0.282352941,1,0,0,1,1
0,4,1,7456,0.0,0,37,0,0,0
1,4,0,7121,0.033333333,1,140,0,0,0
1,5,0,7295,0.035714286,1,14,0,0,1
1,1,0,7252,0.0,1,12,0,0,1
0,0,0,4429,0.16,1,131,0,0,1
0,0,0,5056,0.0,0,51,0,0,1
1,3,0,2328,0.029411765,1,0,0,0,1
0,2,1,2525,0.0,1,0,0,0,0
0,4,0,5056,0.0,1,30,0,0,0
0,4,1,1944,0.0,1,154,0,0,0
0,7,1,7480,0.0,1,99,0,0,0
1,6,0,5658,0.0,1,0,0,0,1
0,1,0,805,0.320512821,1,16,0,1,1
1,4,1,3848,0.0,1,16,0,0,1
0,2,1,4309,0.0,0,28,0,0,0
1,0,1,759,0.0,1,278,3,0,1
1,2,0,4140,0.028985507,0,181,0,0,1
1,5,0,5627,0.056603774,1,22,2,0,1
1,0,0,2198,0.306748466,1,31,0,1,1
0,1,0,1355,0.0,1,2,0,0,1
1,3,1,3123,0.0,1,6,0,0,1
1,5,0,7296,0.0,1,14,0,0,1
0,8,0,7445,0.013888889,1,81,0,0,0
1,7,0,5056,0.109090909,1,0,0,0,0
0,6,1,8044,0.0,1,113,0,0,0
0,5,1,7912,0.0,0,75,1,0,0
0,4,1,6437,0.0,0,83,0,0,0
1,5,0,7295,0.0,1,14,0,0,1
1,5,0,7296,0.0,1,5,0,0,1
0,4,1,6954,0.0,0,72,0,0,0
1,2,0,5767,0.25974026,1,30,0,1,1
1,1,0,3557,0.296875,1,146,0,1,1
1,1,1,5062,0.0,1,1,4,0,1
1,1,0,7966,0.114285714,1,87,0,0,1
0,6,1,8145,0.0,0,182,0,0,0
1,0,0,1852,0.061728395,1,4,1,0,1
0,3,1,4839,0.0,1,132,0,0,0
0,0,0,1154,0.1578947369999999,1,45,0,0,1
0,0,0,1464,0.0,1,34,0,0,1
0,5,1,5807,0.0,1,127,0,0,0
1,0,1,5056,0.0,0,31,0,0,1
1,6,0,5056,0.047619048,0,37,0,0,1
0,1,0,359,0.258426966,1,0,1,1,1
